model,episode,step,waiting_time,queue_length,mean_speed
Q-Learning,3,334,523.0,20,4.414026567070534
Q-Learning,3,335,234.0,24,3.4040600261654497
Q-Learning,3,336,213.0,24,3.979931797208563
Q-Learning,3,337,240.0,27,3.4599331149338437
Q-Learning,3,338,227.0,24,4.251974247737898
Q-Learning,3,339,172.0,16,5.123602692788988
Q-Learning,3,340,201.0,17,4.0182898367441
Q-Learning,3,341,257.0,21,3.8528755149323373
Q-Learning,3,342,302.0,18,3.999647036914554
Q-Learning,3,343,177.0,12,4.71435497425156
Q-Learning,3,344,169.0,13,4.448518832234417
Q-Learning,3,345,198.0,16,4.986205580840322
Q-Learning,3,346,233.0,15,5.466887588135501
Q-Learning,3,347,277.0,15,5.23709903380113
Q-Learning,3,348,352.0,18,6.221115666838232
Q-Learning,3,349,284.0,13,4.952922097606744
Q-Learning,3,350,347.0,17,4.573931636681083
Q-Learning,3,351,238.0,21,3.9788272482385443
Q-Learning,3,352,364.0,27,3.66311180212771
Q-Learning,3,353,309.0,27,3.284146094542495
Q-Learning,3,354,420.0,28,3.462305419281696
Q-Learning,3,355,572.0,32,3.6917306478745657
Q-Learning,3,356,741.0,34,2.3289271554717903
Q-Learning,3,357,696.0,33,1.4279781052666554
Q-Learning,3,358,508.0,25,3.2458687966712523
Q-Learning,3,359,195.0,15,3.8675638250523434
Q-Learning,3,360,54.0,9,5.961381012175761
Q-Learning,3,361,28.0,9,5.502578845300454
Q-Learning,3,362,36.0,10,3.9834013531992842
Q-Learning,3,363,90.0,13,5.117798957419128
Q-Learning,3,364,133.0,13,4.768760193686246
Q-Learning,3,365,217.0,20,3.416958536619695
Q-Learning,3,366,279.0,20,2.387215919502951
Q-Learning,3,367,326.0,18,3.8979132921507977
Q-Learning,3,368,387.0,14,5.543786045070896
Q-Learning,3,369,465.0,18,5.415641401021066
Q-Learning,3,370,563.0,21,4.945632845795349
Q-Learning,3,371,681.0,26,2.4960368965590076
Q-Learning,3,372,521.0,28,2.070199764367364
Q-Learning,3,373,439.0,25,2.38213360972376
Q-Learning,3,374,479.0,28,4.231071035776377
Q-Learning,3,375,489.0,27,4.442022225970927
Q-Learning,3,376,545.0,26,3.9945069277864715
Q-Learning,3,377,664.0,32,2.4404050145583196
Q-Learning,3,378,781.0,33,1.7033613472335132
Q-Learning,3,379,892.0,30,2.675850268142824
Q-Learning,3,380,551.0,26,2.8223377386878923
Q-Learning,3,381,470.0,26,4.019208409857174
Q-Learning,3,382,375.0,27,3.324376009073099
Q-Learning,3,383,271.0,30,2.7181061179255215
Q-Learning,3,384,270.0,33,2.5486165277142976
Q-Learning,3,385,275.0,34,2.7607727523475623
Q-Learning,3,386,277.0,30,3.2670000147918787
Q-Learning,3,387,261.0,19,3.2972786845360855
Q-Learning,3,388,290.0,21,4.045506379983982
Q-Learning,3,389,350.0,24,4.372407327696431
Q-Learning,3,390,426.0,21,4.295959376310291
Q-Learning,3,391,540.0,28,4.833922394209306
Q-Learning,3,392,547.0,22,4.412311352390546
Q-Learning,3,393,579.0,22,4.284809198582372
Q-Learning,3,394,648.0,23,3.8379563532104686
Q-Learning,3,395,723.0,22,3.5811692074866475
Q-Learning,3,396,827.0,23,5.285477174257634
Q-Learning,3,397,874.0,23,3.6111188988326464
Q-Learning,3,398,1018.0,32,2.708973129997496
Q-Learning,3,399,693.0,33,2.21671817681678
Q-Learning,3,400,388.0,30,2.8724554522315056
Q-Learning,3,401,531.0,34,4.207073435859204
Q-Learning,3,402,580.0,38,2.1262377594936934
Q-Learning,3,403,562.0,32,3.831232966843563
Q-Learning,3,404,324.0,22,3.5648824452638004
Q-Learning,3,405,162.0,22,3.545891218017867
Q-Learning,3,406,173.0,22,3.2012358498630067
Q-Learning,3,407,220.0,20,3.5803119921123456
Q-Learning,3,408,301.0,20,4.023286340910514
Q-Learning,3,409,361.0,20,3.7872244434325433
Q-Learning,3,410,486.0,28,3.6863407664442542
Q-Learning,3,411,585.0,28,3.125245338733769
Q-Learning,3,412,675.0,30,2.7887065744007886
Q-Learning,3,413,795.0,29,4.08557926915553
Q-Learning,3,414,922.0,27,4.416185834603513
Q-Learning,3,415,1062.0,28,5.552133788623883
Q-Learning,3,416,915.0,24,3.9421000437057816
Q-Learning,3,417,791.0,23,5.083593607291341
Q-Learning,3,418,857.0,25,5.725841939003538
Q-Learning,3,419,502.0,27,3.165823005875153
Q-Learning,3,420,276.0,29,3.702310959913068
Q-Learning,3,421,289.0,29,3.094170588892177
Q-Learning,3,422,269.0,28,3.431134812954408
Q-Learning,3,423,227.0,22,3.3837082165064403
Q-Learning,3,424,228.0,22,4.156652414294045
Q-Learning,3,425,207.0,23,3.5174866571400565
Q-Learning,3,426,265.0,26,3.6042108234332138
Q-Learning,3,427,417.0,33,3.6914897420833053
Q-Learning,3,428,451.0,34,3.06063479914666
Q-Learning,3,429,410.0,29,3.095637765090622
Q-Learning,3,430,283.0,17,4.157931889899287
Q-Learning,3,431,205.0,12,4.127079300483103
Q-Learning,3,432,192.0,11,5.119382958176826
Q-Learning,3,433,217.0,13,5.047191432231995
Q-Learning,3,434,259.0,14,4.97412327436307
Q-Learning,3,435,331.0,16,5.644020787894046
Q-Learning,3,436,232.0,16,5.764307209680209
Q-Learning,3,437,330.0,22,4.114407633527214
Q-Learning,3,438,305.0,22,2.9639002794066993
Q-Learning,3,439,377.0,23,4.1497737947068085
Q-Learning,3,440,392.0,23,4.128491567131871
Q-Learning,3,441,358.0,22,3.4525930147061263
Q-Learning,3,442,399.0,21,5.051669208966132
Q-Learning,3,443,393.0,15,4.20369235829535
Q-Learning,3,444,455.0,18,4.515122508517009
Q-Learning,3,445,500.0,18,4.198628768764261
Q-Learning,3,446,539.0,17,5.452075781161633
Q-Learning,3,447,589.0,15,5.387987450184714
Q-Learning,3,448,673.0,21,3.380107772408391
Q-Learning,3,449,755.0,24,2.3522649455411337
Q-Learning,3,450,830.0,21,3.406120838805304
Q-Learning,3,451,934.0,26,2.734040622028675
Q-Learning,3,452,1065.0,29,1.8216320480685817
Q-Learning,3,453,1164.0,31,2.4145559068380313
Q-Learning,3,454,1251.0,27,3.432550298501029
Q-Learning,3,455,667.0,23,2.6445336550072547
Q-Learning,3,456,317.0,21,3.7436663148091447
Q-Learning,3,457,357.0,18,3.5533628057368096
Q-Learning,3,458,422.0,23,3.573204418508727
Q-Learning,3,459,202.0,21,3.053611847658017
Q-Learning,3,460,163.0,18,4.170524374038885
Q-Learning,3,461,212.0,22,4.7733044040523005
Q-Learning,3,462,262.0,23,3.34818257739057
Q-Learning,3,463,185.0,20,3.183351553995472
Q-Learning,3,464,141.0,17,3.646176812431361
Q-Learning,3,465,199.0,22,3.2354522028245825
Q-Learning,3,466,275.0,25,3.3697033824913607
Q-Learning,3,467,369.0,23,4.024889448587683
Q-Learning,3,468,429.0,23,4.192070154141826
Q-Learning,3,469,559.0,30,2.905074159419921
Q-Learning,3,470,678.0,33,1.8388821205936698
Q-Learning,3,471,785.0,30,2.6894398851506005
Q-Learning,3,472,913.0,29,3.92365991561545
Q-Learning,3,473,699.0,24,3.6644271302464766
Q-Learning,3,474,480.0,21,3.2018238633146385
Q-Learning,3,475,587.0,25,5.3776594545436165
Q-Learning,3,476,652.0,28,3.577900564557282
Q-Learning,3,477,712.0,32,3.356920457418368
Q-Learning,3,478,809.0,31,3.856167568471172
Q-Learning,3,479,509.0,25,3.4562456548072515
Q-Learning,3,480,235.0,22,3.8012022410543413
Q-Learning,3,481,277.0,22,3.5022971915221675
Q-Learning,3,482,350.0,26,3.7824829736642562
Q-Learning,3,483,405.0,21,4.168901480098728
Q-Learning,3,484,485.0,24,3.372920530125194
Q-Learning,3,485,569.0,26,3.597973437777579
Q-Learning,3,486,650.0,28,2.9894132321390043
Q-Learning,3,487,709.0,21,3.341846276913251
Q-Learning,3,488,829.0,26,2.4336933264741076
Q-Learning,3,489,928.0,30,3.6915250106127537
Q-Learning,3,490,1008.0,26,3.665613573737212
Q-Learning,3,491,672.0,21,3.1808130334223272
Q-Learning,3,492,263.0,19,3.188752101623324
Q-Learning,3,493,251.0,20,3.2082896606222886
Q-Learning,3,494,295.0,22,3.449865418145648
Q-Learning,3,495,391.0,25,3.9197644400202756
Q-Learning,3,496,419.0,24,4.004886660002854
Q-Learning,3,497,543.0,27,3.4952306269810873
Q-Learning,3,498,557.0,30,2.9204526990461805
Q-Learning,3,499,495.0,29,2.722269464269121
Q-Learning,3,500,504.0,28,3.0733557211327964
Q-Learning,3,501,509.0,30,3.1298213103100228
Q-Learning,3,502,540.0,27,4.010009324767406
Q-Learning,3,503,624.0,25,4.759094838010451
Q-Learning,3,504,721.0,23,6.53588264870268
Q-Learning,3,505,695.0,19,5.22760148315093
Q-Learning,3,506,618.0,20,4.196705341387017
Q-Learning,3,507,560.0,22,3.268909170610201
Q-Learning,3,508,677.0,29,3.3936638088304023
Q-Learning,3,509,751.0,34,2.633284383601075
Q-Learning,3,510,781.0,33,3.2584868172046177
Q-Learning,3,511,866.0,28,4.988987733725056
Q-Learning,3,512,958.0,29,4.130340720329537
Q-Learning,3,513,1077.0,31,3.387171335445078
Q-Learning,3,514,1044.0,31,2.683230934455266
Q-Learning,3,515,917.0,28,2.9844576383489283
Q-Learning,3,516,905.0,25,3.522946484997586
Q-Learning,3,517,880.0,26,3.0917072083372164
Q-Learning,3,518,941.0,26,5.46618744309709
Q-Learning,3,519,175.0,18,4.986944962328417
Q-Learning,3,520,259.0,24,4.225608093737453
Q-Learning,3,521,262.0,27,3.4261365924829614
Q-Learning,3,522,223.0,25,3.4979559705695706
Q-Learning,3,523,222.0,25,3.135469704430256
Q-Learning,3,524,192.0,24,3.7969299589618077
Q-Learning,3,525,236.0,25,5.434895616460291
Q-Learning,3,526,283.0,21,5.126285151919115
Q-Learning,3,527,365.0,27,1.9324026711223916
Q-Learning,3,528,525.0,35,1.42551968181284
Q-Learning,3,529,638.0,37,1.1316841979242322
Q-Learning,3,530,722.0,32,2.605028716901666
Q-Learning,3,531,597.0,28,2.5908026744705386
Q-Learning,3,532,684.0,32,3.5842784909409304
Q-Learning,3,533,550.0,31,3.9230933760010513
Q-Learning,3,534,316.0,29,3.4000959835355604
Q-Learning,3,535,247.0,30,3.0323763962454513
Q-Learning,3,536,239.0,29,2.9518697766308795
Q-Learning,3,537,202.0,26,3.2483003339613044
Q-Learning,3,538,191.0,18,3.6232267364433817
Q-Learning,3,539,191.0,16,3.547666312553111
Q-Learning,3,540,228.0,18,4.154530578887797
Q-Learning,3,541,309.0,21,4.694297203971308
Q-Learning,3,542,401.0,22,5.007522322951518
Q-Learning,3,543,288.0,17,5.028282014015355
Q-Learning,3,544,368.0,23,4.504937290648474
Q-Learning,3,545,450.0,24,4.156219464275136
Q-Learning,3,546,521.0,22,3.4871930948777954
Q-Learning,3,547,489.0,17,4.748825125301517
Q-Learning,3,548,596.0,25,3.498602100938235
Q-Learning,3,549,723.0,32,2.367857951624988
Q-Learning,3,550,904.0,38,1.8778519730027223
Q-Learning,3,551,1004.0,39,1.849296367812982
Q-Learning,3,552,1040.0,34,2.363034686422382
Q-Learning,3,553,711.0,28,3.0548039924918116
Q-Learning,3,554,216.0,19,4.281349380221941
Q-Learning,3,555,97.0,12,4.403608926212079
Q-Learning,3,556,112.0,14,3.9811049730779393
Q-Learning,3,557,133.0,18,3.692877498301637
Q-Learning,3,558,159.0,17,3.4608232856574466
Q-Learning,3,559,180.0,15,4.022087722242314
Q-Learning,3,560,218.0,18,3.4983835495058098
Q-Learning,3,561,293.0,20,5.497257164238709
Q-Learning,3,562,266.0,20,4.770772488822489
Q-Learning,3,563,387.0,29,3.013788284700923
Q-Learning,3,564,501.0,33,2.2106732526850434
Q-Learning,3,565,610.0,31,2.8719382607785864
Q-Learning,3,566,733.0,28,4.152947426159065
Q-Learning,3,567,853.0,27,3.453846073479863
Q-Learning,3,568,1010.0,35,3.106387680133434
Q-Learning,3,569,905.0,35,2.2274487878543248
Q-Learning,3,570,647.0,34,2.6493111965154674
Q-Learning,3,571,722.0,35,3.618610172815574
Q-Learning,3,572,776.0,37,2.8806257331626304
Q-Learning,3,573,785.0,36,3.11845196078548
Q-Learning,3,574,744.0,27,3.2511352427596187
Q-Learning,3,575,748.0,21,3.6839543444726606
Q-Learning,3,576,793.0,23,3.896478324672084
Q-Learning,3,577,874.0,23,3.086137632482597
Q-Learning,3,578,992.0,28,3.9303046828578427
Q-Learning,3,579,1128.0,28,4.6659529176049
Q-Learning,3,580,1273.0,30,5.380865430623236
Q-Learning,3,581,1266.0,24,4.375320380316322
Q-Learning,3,582,1278.0,25,3.6777112509601664
Q-Learning,3,583,692.0,27,4.016623565166566
Q-Learning,3,584,244.0,28,3.2950029834875427
Q-Learning,3,585,294.0,31,2.9587946116872406
Q-Learning,3,586,306.0,31,3.149263537677293
Q-Learning,3,587,389.0,33,3.797361861386196
Q-Learning,3,588,411.0,28,3.5936693704977314
Q-Learning,3,589,553.0,33,1.8857202511694393
Q-Learning,3,590,595.0,35,3.2179904843950813
Q-Learning,3,591,619.0,33,3.3235543370606306
Q-Learning,3,592,804.0,39,3.7287767625186494
Q-Learning,3,593,873.0,41,2.4342422380561874
Q-Learning,3,594,874.0,40,2.659455174655399
Q-Learning,3,595,569.0,29,2.7564325155630223
Q-Learning,3,596,194.0,20,3.541331451894806
Q-Learning,3,597,171.0,19,4.156319116254336
Q-Learning,3,598,216.0,22,3.931660710047755
Q-Learning,3,599,291.0,22,4.036728568502694
Q-Learning,3,600,403.0,25,4.728173836403195
Q-Learning,3,601,353.0,20,4.226125863620414
Q-Learning,3,602,452.0,26,4.296628538271453
Q-Learning,3,603,492.0,31,3.0955175435884805
Q-Learning,3,604,670.0,38,2.9108796447957372
Q-Learning,3,605,867.0,42,2.48515388532017
Q-Learning,3,606,1096.0,50,1.293221371866016
Q-Learning,3,607,1054.0,49,1.344995534670235
Q-Learning,3,608,839.0,44,1.885976819210734
Q-Learning,3,609,699.0,35,2.8250701791172714
Q-Learning,3,610,531.0,33,2.9744904746273053
Q-Learning,3,611,404.0,30,2.4793300081350003
Q-Learning,3,612,349.0,31,2.772456230520087
Q-Learning,3,613,329.0,30,2.1472536663510287
Q-Learning,3,614,332.0,31,2.429777916464948
Q-Learning,3,615,323.0,31,2.1717485347411003
Q-Learning,3,616,351.0,36,2.5699159524508333
Q-Learning,3,617,360.0,31,2.756823665899072
Q-Learning,3,618,315.0,20,2.757033641094049
Q-Learning,3,619,317.0,17,3.900069229341697
Q-Learning,3,620,363.0,19,3.8710912075324644
Q-Learning,3,621,462.0,26,3.5218539444312076
Q-Learning,3,622,592.0,28,4.52124401243403
Q-Learning,3,623,729.0,29,5.087379067308434
Q-Learning,3,624,720.0,25,4.648399336001081
Q-Learning,3,625,654.0,22,3.8419107293442596
Q-Learning,3,626,717.0,22,4.30130364432324
Q-Learning,3,627,801.0,27,3.98201063960038
Q-Learning,3,628,916.0,31,3.785730088465561
Q-Learning,3,629,1060.0,31,4.477767448281787
Q-Learning,3,630,1211.0,31,4.621130250340481
Q-Learning,3,631,1220.0,27,4.512575822669294
Q-Learning,3,632,1192.0,25,3.67559021748346
Q-Learning,3,633,1265.0,25,4.306126229383737
Q-Learning,3,634,1363.0,28,4.361439737442132
Q-Learning,3,635,1495.0,32,3.849199030035418
Q-Learning,3,636,1585.0,31,3.3592979352939034
Q-Learning,3,637,1678.0,31,2.8527357104823
Q-Learning,3,638,1651.0,34,2.966815161045619
Q-Learning,3,639,1845.0,41,2.669739214104884
Q-Learning,3,640,2074.0,48,2.3026034998183733
Q-Learning,3,641,2186.0,48,1.3678003754394608
Q-Learning,3,642,2231.0,44,1.9998442695545537
Q-Learning,3,643,2356.0,41,2.623296473630494
Q-Learning,3,644,2498.0,43,1.8820708003422213
Q-Learning,3,645,1643.0,42,1.1979383626616689
Q-Learning,3,646,780.0,39,2.4812593184909923
Q-Learning,3,647,701.0,39,3.157232507021913
Q-Learning,3,648,777.0,40,3.86720264857792
Q-Learning,3,649,810.0,40,2.49136816743683
Q-Learning,3,650,530.0,36,2.822242858296279
Q-Learning,3,651,263.0,29,2.931356223545873
Q-Learning,3,652,294.0,28,3.3199857576463536
Q-Learning,3,653,384.0,29,3.135984534471909
Q-Learning,3,654,506.0,33,3.4691915531638102
Q-Learning,3,655,643.0,31,4.973284680422934
Q-Learning,3,656,730.0,29,3.7383699899633696
Q-Learning,3,657,906.0,40,2.5533984156912886
Q-Learning,3,658,952.0,40,1.8057650760836081
Q-Learning,3,659,978.0,39,2.002132486731557
Q-Learning,3,660,807.0,39,2.8581937358081406
Q-Learning,3,661,480.0,37,2.5748028894479216
Q-Learning,3,662,448.0,39,3.7370352786515926
Q-Learning,3,663,405.0,37,3.1364411730449095
Q-Learning,3,664,319.0,34,2.881590223970516
Q-Learning,3,665,265.0,29,3.2566456147753144
Q-Learning,3,666,299.0,26,3.0134216761271375
Q-Learning,3,667,388.0,29,3.1111778278388695
Q-Learning,3,668,510.0,29,3.890779107734217
Q-Learning,3,669,641.0,29,4.890602600306904
Q-Learning,3,670,543.0,24,5.001907547466261
Q-Learning,3,671,340.0,24,3.6154206864325817
Q-Learning,3,672,376.0,23,3.4287228285967553
Q-Learning,3,673,461.0,27,2.9993994553344803
Q-Learning,3,674,533.0,25,3.4050537801667082
Q-Learning,3,675,601.0,25,3.6262539022287132
Q-Learning,3,676,695.0,29,3.440245471571379
Q-Learning,3,677,795.0,30,4.128932334767615
Q-Learning,3,678,788.0,28,2.9464670975847094
Q-Learning,3,679,962.0,39,2.6493857278800306
Q-Learning,3,680,767.0,40,1.5470796249443104
Q-Learning,3,681,499.0,36,2.5001845281090604
Q-Learning,3,682,503.0,35,2.371715363210847
Q-Learning,3,683,512.0,33,2.8132205641066648
Q-Learning,3,684,579.0,33,4.352798119452356
Q-Learning,3,685,592.0,28,3.2648809094447215
Q-Learning,3,686,620.0,27,3.7815614717393546
Q-Learning,3,687,686.0,28,3.482054683770021
Q-Learning,3,688,764.0,28,3.417199238387878
Q-Learning,3,689,886.0,32,3.0430920857692128
Q-Learning,3,690,1054.0,37,0.9547485995369163
Q-Learning,3,691,1196.0,38,2.6627038232636155
Q-Learning,3,692,1318.0,34,2.5449369031546984
Q-Learning,3,693,1475.0,37,3.7755875609635683
Q-Learning,3,694,1118.0,34,2.986476622634878
Q-Learning,3,695,628.0,31,2.8243772762239976
Q-Learning,3,696,433.0,30,3.186858014629394
Q-Learning,3,697,298.0,35,2.7155389409158817
Q-Learning,3,698,332.0,37,3.139173307559125
Q-Learning,3,699,362.0,38,3.293682527762116
Q-Learning,3,700,390.0,34,2.599826376188872
Q-Learning,3,701,458.0,30,3.3426439216942856
Q-Learning,3,702,524.0,27,2.584623518632098
Q-Learning,3,703,628.0,29,3.2643189820069987
Q-Learning,3,704,763.0,29,3.6307132310826318
Q-Learning,3,705,789.0,31,4.190279931428525
Q-Learning,3,706,948.0,34,3.3566727413787376
Q-Learning,3,707,814.0,38,1.6000499181711008
Q-Learning,3,708,530.0,39,2.3818491344411163
Q-Learning,3,709,651.0,40,3.251189714863915
Q-Learning,3,710,729.0,43,2.7219640499867968
Q-Learning,3,711,754.0,42,2.3389258197679963
Q-Learning,3,712,512.0,36,2.9429226515025513
Q-Learning,3,713,243.0,24,3.70421039711118
Q-Learning,3,714,261.0,22,3.066115484602472
Q-Learning,3,715,323.0,27,2.8675031049464548
Q-Learning,3,716,437.0,30,3.522778601873461
Q-Learning,3,717,566.0,29,4.244160007997936
Q-Learning,3,718,474.0,24,4.424031419136632
Q-Learning,3,719,438.0,24,3.808111396265522
DQN_Custom,1,0,0.0,0,12.895396666668058
DQN_Custom,1,1,0.0,0,12.705895135730366
DQN_Custom,1,2,9.0,7,6.251773414237195
DQN_Custom,1,3,53.0,9,5.93945844856638
DQN_Custom,1,4,66.0,6,5.813001448662816
DQN_Custom,1,5,105.0,8,7.405958448861009
DQN_Custom,1,6,131.0,8,7.056216082545798
DQN_Custom,1,7,179.0,10,7.679871128250036
DQN_Custom,1,8,190.0,8,7.00955712936395
DQN_Custom,1,9,220.0,8,6.3231133637253505
DQN_Custom,1,10,270.0,11,5.746388861407251
DQN_Custom,1,11,341.0,16,3.9262123103001016
DQN_Custom,1,12,375.0,11,5.044680052678474
DQN_Custom,1,13,418.0,10,7.118712993287397
DQN_Custom,1,14,468.0,10,7.7823435910535
DQN_Custom,1,15,537.0,16,6.697739164613535
DQN_Custom,1,16,575.0,12,3.7817731403351402
DQN_Custom,1,17,651.0,18,4.938630482872837
DQN_Custom,1,18,726.0,18,5.288590853597833
DQN_Custom,1,19,830.0,23,4.409943910321624
DQN_Custom,1,20,890.0,18,3.980012046803118
DQN_Custom,1,21,964.0,17,6.112597566490914
DQN_Custom,1,22,1049.0,18,5.446622641557234
DQN_Custom,1,23,1161.0,25,3.4910084450988803
DQN_Custom,1,24,1236.0,23,3.398616839140197
DQN_Custom,1,25,1322.0,20,5.077029861067852
DQN_Custom,1,26,1428.0,23,4.819743943620526
DQN_Custom,1,27,1558.0,28,3.4308224284018456
DQN_Custom,1,28,1643.0,23,2.663522397337234
DQN_Custom,1,29,1729.0,22,5.331872186507342
DQN_Custom,1,30,1832.0,26,3.3236840115736928
DQN_Custom,1,31,1991.0,35,2.9689476944363618
DQN_Custom,1,32,2110.0,31,2.554735141574674
DQN_Custom,1,33,2211.0,28,4.153866922276467
DQN_Custom,1,34,2341.0,28,3.9416326988893187
DQN_Custom,1,35,2494.0,33,2.9025697217990913
DQN_Custom,1,36,2620.0,31,3.282293152339708
DQN_Custom,1,37,2733.0,28,3.90719107616902
DQN_Custom,1,38,2885.0,32,3.6232724860343777
DQN_Custom,1,39,3061.0,36,2.901673347535393
DQN_Custom,1,40,3201.0,35,1.8176092852155876
DQN_Custom,1,41,3340.0,32,3.505942967857105
DQN_Custom,1,42,3485.0,31,3.108792147193937
DQN_Custom,1,43,3661.0,37,3.8127136560416988
DQN_Custom,1,44,3804.0,36,2.6960630471411364
DQN_Custom,1,45,3956.0,37,3.2093746928841385
DQN_Custom,1,46,4135.0,37,3.4548740311557733
DQN_Custom,1,47,4339.0,43,2.2711944325041373
DQN_Custom,1,48,4518.0,42,2.4790983729397267
DQN_Custom,1,49,4674.0,36,2.9957161523715246
DQN_Custom,1,50,4855.0,37,3.7662007650787794
DQN_Custom,1,51,5062.0,45,2.1396914014582844
DQN_Custom,1,52,5259.0,46,1.6965023502235967
DQN_Custom,1,53,5449.0,43,2.912273853465855
DQN_Custom,1,54,5643.0,42,2.6264100609055303
DQN_Custom,1,55,5875.0,48,2.4814544624780313
DQN_Custom,1,56,6073.0,48,2.134560707873087
DQN_Custom,1,57,6249.0,43,3.2516785474544925
DQN_Custom,1,58,6451.0,46,3.0608717837966872
DQN_Custom,1,59,6690.0,50,2.1444598839665177
DQN_Custom,1,60,6910.0,51,2.14336183250663
DQN_Custom,1,61,7130.0,47,2.9026763378760676
DQN_Custom,1,62,7358.0,47,2.965493902272451
DQN_Custom,1,63,7607.0,52,2.1562814688934644
DQN_Custom,1,64,7831.0,51,1.6737497764637879
DQN_Custom,1,65,8060.0,50,1.9749368801315497
DQN_Custom,1,66,8302.0,50,2.594808211160061
DQN_Custom,1,67,8568.0,55,1.9107879584336354
DQN_Custom,1,68,8798.0,55,1.9611337115488208
DQN_Custom,1,69,9028.0,53,2.2605717155850087
DQN_Custom,1,70,9258.0,49,2.675982535484003
DQN_Custom,1,71,9525.0,55,1.6976221835069976
DQN_Custom,1,72,9752.0,52,2.4284467219171426
DQN_Custom,1,73,9976.0,49,2.183353709803348
DQN_Custom,1,74,10227.0,53,2.802114366655514
DQN_Custom,1,75,10511.0,60,1.7393078336534937
DQN_Custom,1,76,10760.0,58,1.7540977550492722
DQN_Custom,1,77,10992.0,56,2.0083652793320166
DQN_Custom,1,78,11229.0,53,2.6545979962378117
DQN_Custom,1,79,11499.0,57,2.215496248574473
DQN_Custom,1,80,11741.0,56,1.9590715019619014
DQN_Custom,1,81,11976.0,52,2.199209970169552
DQN_Custom,1,82,12233.0,55,2.4242850618858744
DQN_Custom,1,83,12518.0,60,1.2477337768024126
DQN_Custom,1,84,12763.0,58,1.7915444094922126
DQN_Custom,1,85,12984.0,53,2.0283824903493906
DQN_Custom,1,86,13236.0,56,2.858651960902176
DQN_Custom,1,87,13514.0,59,1.764205054186604
DQN_Custom,1,88,13766.0,60,1.5017437272660212
DQN_Custom,1,89,14001.0,57,1.9179777960002908
DQN_Custom,1,90,14254.0,57,2.4065852252419995
DQN_Custom,1,91,14537.0,60,1.751785820444874
DQN_Custom,1,92,14795.0,60,1.8315978682263325
DQN_Custom,1,93,15032.0,55,1.9218491806823443
DQN_Custom,1,94,15299.0,58,2.1086792651342723
DQN_Custom,1,95,15592.0,62,1.4231565778159236
DQN_Custom,1,96,15851.0,62,1.666729927431503
DQN_Custom,1,97,16077.0,57,2.0005013266135583
DQN_Custom,1,98,16334.0,57,2.3247909705672534
DQN_Custom,1,99,16626.0,62,1.436010202268282
DQN_Custom,1,100,16884.0,60,1.4822348026865513
DQN_Custom,1,101,17126.0,58,2.4310431969167055
DQN_Custom,1,102,17369.0,56,2.1241695641046645
DQN_Custom,1,103,17662.0,61,1.97847392625545
DQN_Custom,1,104,17932.0,62,1.5418531046381656
DQN_Custom,1,105,18184.0,59,1.9361805740950333
DQN_Custom,1,106,18454.0,58,1.9009024446227643
DQN_Custom,1,107,18749.0,62,1.6347205343791043
DQN_Custom,1,108,19017.0,62,1.4204099318226038
DQN_Custom,1,109,19268.0,59,1.9088301118742115
DQN_Custom,1,110,19538.0,59,2.1585459276332144
DQN_Custom,1,111,19832.0,64,1.6849470183517588
DQN_Custom,1,112,20103.0,62,1.1134204505983745
DQN_Custom,1,113,20357.0,60,1.9051559654905497
DQN_Custom,1,114,20609.0,56,1.8576668100432563
DQN_Custom,1,115,20909.0,62,2.1701972180777847
DQN_Custom,1,116,21181.0,62,1.428161345754656
DQN_Custom,1,117,21437.0,61,2.106853752316965
DQN_Custom,1,118,21713.0,60,1.98053338997224
DQN_Custom,1,119,22017.0,64,1.6512785586301488
DQN_Custom,1,120,22297.0,65,1.466553514739014
DQN_Custom,1,121,22558.0,62,2.132173709294026
DQN_Custom,1,122,22838.0,62,1.9428918631805143
DQN_Custom,1,123,23134.0,63,1.5129729720377947
DQN_Custom,1,124,23414.0,64,1.1463170258523276
DQN_Custom,1,125,23684.0,63,1.875018322994585
DQN_Custom,1,126,23962.0,62,1.3575254992736603
DQN_Custom,1,127,24271.0,65,1.6065212268891862
DQN_Custom,1,128,24553.0,67,1.4005166842212708
DQN_Custom,1,129,24814.0,65,2.1289015931377153
DQN_Custom,1,130,25077.0,60,2.0709331722985307
DQN_Custom,1,131,25382.0,66,1.7204289621569853
DQN_Custom,1,132,25674.0,67,1.3906163337844386
DQN_Custom,1,133,25954.0,64,1.8721912920423835
DQN_Custom,1,134,26226.0,60,2.0338694472115146
DQN_Custom,1,135,26538.0,66,1.7818464383703871
DQN_Custom,1,136,26828.0,66,1.4865864316020108
DQN_Custom,1,137,27107.0,64,1.890895274761868
DQN_Custom,1,138,27384.0,59,1.9175031483661618
DQN_Custom,1,139,27693.0,64,1.7834490896650257
DQN_Custom,1,140,27984.0,65,1.5056277611176907
DQN_Custom,1,141,28260.0,62,1.7947079818691036
DQN_Custom,1,142,28548.0,62,1.884255440054684
DQN_Custom,1,143,28866.0,67,1.435918262970001
DQN_Custom,1,144,29158.0,66,1.7068172628131562
DQN_Custom,1,145,29432.0,66,1.6758616406988784
DQN_Custom,1,146,29733.0,66,1.9384968441959698
DQN_Custom,1,147,30047.0,69,1.373669626381476
DQN_Custom,1,148,30347.0,68,1.1230568637281346
